case_id,case_name,case_alias,tech_id,tech_name,case_description,obs_terminal
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte: 0x00 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response: Destination Unreachable,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response: Request Timed Out,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Containing First Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Containing First Flag Byte: 0x04 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte: 0x00 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response: Destination Unreachable,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets with No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response: Request Timed Out,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Packets from the Same Source Sent to Pseudorandom List of Internal Hosts Sequentially in Network Segment,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Packets from the Same Source Sent to Pseudorandom List of Internal Hosts Sequentially in Network Segment: Public-Facing Hosts,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: Packets from the Same Source Sent to Pseudorandom List of Internal Hosts Sequentially in Network Segment: Public-Facing Hosts: Internal Host With IP Address Within Pseudorandom List of Internal Hosts in Network Segment Sequentially Receiving Packets from the Same Source,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,"Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: 74,856 IP Addresses",FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,"Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: 74,856 IP Addresses: Unicast IPs",FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,"Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: 74,856 IP Addresses: Unicast IPs: Public Addresses",TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,"Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Containing ""| 04 |; offset-0; depth-1""",TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,"Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Containing ""| 68 6F 75 6E 74 68 69 63 6B |""",TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,"Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Containing ""| 04 01 01 01 01 01|""",TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Containing First Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Containing First Flag Byte: 0x04 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Does Not Contain End Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From External Hosts to Internal Application Servers: From Pseudorandom External Hosts to Microsoft Structured Query Language (SQL) Server 2000: Over UDP Port 1434: UDP Packet Does Not Contain End Flag Byte: 0x00 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: Between External Edge Routers and Internal Edge Routers,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: Between External Edge Routers and Internal Edge Routers: Over TCP Port 179,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: Between External Edge Routers and Internal Edge Routers: Over TCP Port 179: Border Gateway Protocol (BGP) Requests,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: Between External Edge Routers and Internal Edge Routers: Over TCP Port 179: Border Gateway Protocol (BGP) Requests: Routing Update Messages,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: Between External Edge Routers and Internal Edge Routers: Over TCP Port 179: Border Gateway Protocol (BGP) Requests: Routing Update Messages: Border Gateway Protocol (BGP) Routing Table Updates,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Containing First Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Containing First Flag Byte: 0x04 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte: 0x00 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops from Unavailable Service,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops from Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops from Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response: Destination Unreachable,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 376-Byte UDP Packet Clones with Anomalous Code: Sent to Hosts With UDP Port 1434 Closed: Packet Drops From Unavailable Service: Internet Control Message Protocol (ICMP) Error Code Response: Request Timed Out,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Containing First Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Containing First Flag Byte: 0x04 Flag Byte,TRUE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte,FALSE
2,SQL SLAMMER WORM INFECTION OF DAVIS-BESSE NUCLEAR POWER PLANT 2003,sqlslammer,T0890,Exploitation for Privilege Escalation,Anomalous Network Traffic: From Internal Application Servers to External Hosts: From Microsoft Structured Query Language (SQL) Server 2000 to Pseudorandom External Hosts: Over UDP Port 1434: Structured Query Language (SQL) Server Resolution Service Requests: One-Way Single Packets With No Associated Response: Pseudorandom Flood of 404-Byte UDP Packet Clones with Anomalous Code: Too-Long UDP Request for Structured Query Language (SQL) Server Monitor: UDP Packet Does Not Contain End Flag Byte: 0x00 Flag Byte,TRUE
